importer1,importer2,flow1
Fort Green,Fort Green,74497
Fort Green,Jamaica,254
Fort Green,Lower East Side,15933
Fort Green,North Sutton Area,687
Fort Green,The Rockaways,83
Fort Green,Williamsburg,38653
Garment District,Astoria-Long Island City,55911
Garment District,Chelsea,634841
Garment District,Gramercy,853847
Garment District,Morris Park,1264
Gramercy,Auburndale,625
Gramercy,Flatbush,56
Gramercy,Greenwich Village,819550
Gramercy,Morris Park,1135
Gramercy,North Sutton Area,117508
Gramercy,Soho,389606
Gramercy,Springfield Gardens,404
Gravesend-Sheepshead Bay,Battery Park,26
Gravesend-Sheepshead Bay,Cobble Hill,24
Greenwich Village,Bay Ridge,8423
Greenwich Village,Central Park,42433
Greenwich Village,East Brooklyn,1175
Greenwich Village,Jamaica,1342
Greenwich Village,Murray Hill,283791
Greenwich Village,Upper West Side,241611
Greenwich Village,Woodlawn-Nordwood,531
Greenwich Village,Woodside,5893
Greenwood,Bensonhurst,94
Greenwood,Financial District,373
Greenwood,Throggs Neck,8
Greenwood,West Village,264
Greenwood,Yorkville,38
Hamilton Heights,Mott Haven,1786
Hamilton Heights,Throggs Neck,54
Harlem,Carnegie Hill,10995
Harlem,Central Park,17235
Harlem,Clearview,30
Harlem,Corona,18
Harlem,Greenwood,124
Harlem,Jamaica,349
Harlem,Middle Village,50
High Bridge,Cobble Hill,8
High Bridge,Glendale,9
High Bridge,Kings Bridge,67
High Bridge,Queensboro Hill,9
High Bridge,Sunny Side,31
Hunts Point,Bedford-Stuyvesant,11
Hunts Point,Canarsie,8
Hunts Point,Clinton,14
Hunts Point,East Village,17
Hunts Point,High Bridge,25
Hunts Point,Jackson Heights,13
Hunts Point,Upper West Side,36
Hunts Point,Williamsburg,8
Inwood,Soho,59
Inwood,Williams Bridge,32
Jackson Heights,Auburndale,156
Jackson Heights,Flatbush,8
Jackson Heights,Inwood,82
Jackson Heights,Morris Heights,51
Jackson Heights,Queensboro Hill,477
Jackson Heights,Woodlawn-Nordwood,16
Jamaica,Bushwick,29
Jamaica,Douglastown-Little Neck,61
Jamaica,Fort Green,51
Jamaica,Harlem,367
Jamaica,Morris Heights,10
Kings Bridge,Spuyten Duyvil,127
Kings Bridge,West Village,10
Laurelton,West Village,8
Little Italy,Bedford Park,162
Little Italy,Kings Bridge,104
Little Italy,Queensboro Hill,88
Little Italy,Wakefield-Williamsbridge,56
Little Italy,Williams Bridge,43
Lower East Side,Harlem,22276
Lower East Side,Soho,155410
Lower East Side,Soundview,447
Lower East Side,Throggs Neck,216
Lower East Side,Woodlawn-Nordwood,213
Mapleton-Flatlands,Astoria-Long Island City,52
Mapleton-Flatlands,Clinton,122
Mapleton-Flatlands,Douglastown-Little Neck,9
Mapleton-Flatlands,Laurelton,12
Mapleton-Flatlands,Maspeth,13
Mapleton-Flatlands,Park Slope,472
Mapleton-Flatlands,Tribeca,79
Mapleton-Flatlands,Union Port,8
Maspeth,East Brooklyn,18
Maspeth,Mapleton-Flatlands,10
Maspeth,Midtown,1808
Maspeth,Murray Hill,477
Maspeth,Ridgewood,287
Maspeth,Sunny Side,456
Middle Village,Astoria-Long Island City,61
Middle Village,Boerum Hill,10
Middle Village,East Brooklyn,18
Middle Village,East Village,35
Middle Village,Greenwich Village,20
Middle Village,Harlem,9
Middle Village,Williamsburg,43
Middle Village,Woodhaven-Richmond Hill,121
Midtown,Bensonhurst,4520
Midtown,Brownsville,1617
Midtown,Bushwick,14340
Midtown,Fort Green,65605
Midtown,Garment District,2007699
Midtown,Jamaica,6578
Midtown,Parkchester,5093
Morningside Heights,Bensonhurst,33
Morningside Heights,Brownsville,41
Morningside Heights,Garment District,19471
Morningside Heights,Glendale,37
Morningside Heights,Lower East Side,5359
Morningside Heights,Morningside Heights,95201
Morningside Heights,Morris Park,232
Morningside Heights,Parkchester,332
Morningside Heights,Queens Village,22
Morningside Heights,The Rockaways,17
Morris Heights,Downtown,9
Morris Heights,Jamaica,9
Morris Heights,Lower East Side,15
Morris Heights,Soundview,35
Morris Park,Chelsea,15
Morris Park,Morris Heights,16
Morris Park,South Bronx,49
Mott Haven,Auburndale,9
Mott Haven,Central Park,271
Mott Haven,Dyker Heights,8
Mott Haven,Hunts Point,162
Murray Hill,Carnegie Hill,36528
Murray Hill,City Island,55
Nkew Gardens,Nkew Gardens,5507
Nkew Gardens,Soundview,8
Nkew Gardens,South Bronx,16
Nkew Gardens,Tribeca,84
North Sutton Area,Clearview,64
North Sutton Area,Garment District,87470
North Sutton Area,Morris Heights,210
North Sutton Area,Upper East Side,402271
Park Slope,Hunts Point,11
Park Slope,Woodside,352
Park Slope,Yorkville,317
Parkchester,East Harlem,38
Parkchester,Garment District,40
Parkchester,Harlem,79
Parkchester,Mapleton-Flatlands,8
Parkchester,Saintalbans,8
Parkchester,Throggs Neck,79
Queens Village,Astoria-Long Island City,12
Queens Village,Financial District,13
Queens Village,Soho,11
Queens Village,Upper West Side,22
Queensboro Hill,Forest Hills,30
Queensboro Hill,Fort Green,14
Queensboro Hill,Sunny Side,30
Queensboro Hill,Williams Bridge,9
Ridgewood,Hamilton Heights,12
Ridgewood,Queens Village,11
Riverdale,Bay Ridge,8
Riverdale,Chelsea,28
Riverdale,Country Club,10
Riverdale,East Harlem,21
Saintalbans,Forest Hills,10
Saintalbans,Sunny Side,9
Soho,Corona,18
Soho,Douglastown-Little Neck,184
Soho,East Village,188234
Soho,Fordham,272
Soho,Jackson Heights,4339
Soho,Upper West Side,113425
Soundview,Clinton,29
Soundview,Laurelton,8
Soundview,Morris Park,53
Soundview,Parkchester,85
Soundview,Tribeca,11
Soundview,Wakefield-Williamsbridge,42
South Bronx,Bensonhurst,8
South Bronx,Brownsville,12
South Bronx,Parkchester,104
South Bronx,Queensboro Hill,8
Springfield Gardens,Bay Ridge,12
Springfield Gardens,Douglastown-Little Neck,26
Springfield Gardens,Flushing,17
Spuyten Duyvil,Inwood,91
Spuyten Duyvil,Lower East Side,9
Spuyten Duyvil,Soundview,11
Spuyten Duyvil,Woodside,9
Steinway,Astoria-Long Island City,10
Steinway,Upper West Side,14
Sunny Side,Chelsea,11891
Sunny Side,Downtown,1590
Sunset Park,Fordham,10
Sunset Park,High Bridge,8
Sunset Park,Jackson Heights,33
Sunset Park,Sunset Park,2208
Sunset Park,Upper West Side,59
The Rockaways,Garment District,11
The Rockaways,Mapleton-Flatlands,10
The Rockaways,The Rockaways,378
Throggs Neck,Chinatown,8
Throggs Neck,East Harlem,9
Throggs Neck,East Village,11
Throggs Neck,Financial District,10
Throggs Neck,Utopia,9
Throggs Neck,Wakefield-Williamsbridge,13
Tremont,Garment District,25
Tremont,North Sutton Area,10
Tremont,Upper East Side,61
Tribeca,Carroll Gardens,10522
Tribeca,Chinatown,21869
Tribeca,Mapleton-Flatlands,2468
Tribeca,South Bronx,494
Tribeca,Woodside,1758
Union Port,Hunts Point,35
Union Port,Sunny Side,15
Union Port,Wakefield-Williamsbridge,25
Union Port,Williams Bridge,23
Union Port,Woodside,8
University Heights,East Village,15
University Heights,Midtown,35
University Heights,Williamsburg,8
Upper East Side,Dyker Heights,1130
Upper East Side,Flatbush,58
Upper East Side,Fort Green,24872
Upper West Side,Bedford-Stuyvesant,6237
Upper West Side,Downtown,6331
Upper West Side,High Bridge,7657
Upper West Side,Hunts Point,876
Upper West Side,Sunset Park,1279
Utopia,Central Park,87
Utopia,Fordham,9
Utopia,Mott Haven,16
Utopia,Woodside,53
Utopia,Yorkville,70
Wakefield-Williamsbridge,East Harlem,11
Wakefield-Williamsbridge,Forest Hills,8
Wakefield-Williamsbridge,Upper East Side,21
Washington Heights,Bensonhurst,26
Washington Heights,Douglastown-Little Neck,20
Washington Heights,Jamaica,83
Washington Heights,Soundview,237
West Village,Bedford Park,543
West Village,Corona,15
West Village,Fordham,383
West Village,Mott Haven,975
West Village,Steinway,8
West Village,Williamsburg,41075
Williams Bridge,Central Park,8
Williams Bridge,Clinton,11
Williams Bridge,Spuyten Duyvil,9
Williams Bridge,Tribeca,9
Williamsburg,Bedford-Stuyvesant,51339
Williamsburg,Gramercy,25661
Williamsburg,High Bridge,194
Williamsburg,Morris Heights,60
Williamsburg,Sunset Park,2158
Woodhaven-Richmond Hill,Harlem,19
Woodhaven-Richmond Hill,Queensboro Hill,12
Woodhaven-Richmond Hill,West Village,24
Woodlawn-Nordwood,Financial District,9
Woodlawn-Nordwood,Parkchester,11
Woodlawn-Nordwood,Upper East Side,22
Woodside,Flatbush,11
Woodside,Garment District,2587
Woodside,Inwood,48
Woodside,University Heights,35
Woodside,Washington Heights,579
Yorkville,Ridgewood,235
Yorkville,The Rockaways,39
Astoria-Long Island City,Carnegie Hill,1697
Astoria-Long Island City,Douglastown-Little Neck,288
Astoria-Long Island City,Fort Green,3356
Astoria-Long Island City,Sunny Side,50947
Auburndale,Downtown,8
Battery Park,Canarsie,128
Battery Park,Soho,80132
Battery Park,Sunny Side,1915
Bay Ridge,Borough Park,201
Bay Ridge,East Brooklyn,15
Bay Ridge,Yorkville,17
Baychester,Bedford Park,13
Bedford-Stuyvesant,Chelsea,1023
Bedford-Stuyvesant,City Island,8
Bedford-Stuyvesant,Sunny Side,479
Bensonhurst,Garment District,42
Bensonhurst,Mapleton-Flatlands,118
Bensonhurst,South Bronx,9
Boerum Hill,Bedford Park,24
Boerum Hill,Carnegie Hill,216
Boerum Hill,Carroll Gardens,13561
Boerum Hill,Clinton,1532
Boerum Hill,Maspeth,108
Boerum Hill,Morris Heights,12
Boerum Hill,Morris Park,36
Boerum Hill,Mott Haven,55
Boerum Hill,Parkchester,29
Boerum Hill,Williamsburg,13672
Borough Park,Boerum Hill,338
Borough Park,Chinatown,75
Borough Park,East Village,187
Borough Park,Flatbush,11
Borough Park,Middle Village,9
Borough Park,Springfield Gardens,12
Borough Park,Williamsburg,322
Brownsville,Bushwick,73
Brownsville,Greenwich Village,15
Brownsville,Jackson Heights,9
Brownsville,North Sutton Area,9
Brownsville,Upper West Side,17
Brownsville,Utopia,8
Bushwick,Harlem,149
Bushwick,Woodhaven-Richmond Hill,91
Canarsie,Financial District,36
Canarsie,Forest Hills,11
Canarsie,Murray Hill,18
Carnegie Hill,Bedford Park,221
Carnegie Hill,Dyker Heights,35
Carnegie Hill,Upper West Side,265837
Carnegie Hill,Williamsburg,2105
Carnegie Hill,Yorkville,53500
Carroll Gardens,Dyker Heights,467
Carroll Gardens,Flatbush,49
Carroll Gardens,Kings Bridge,23
Carroll Gardens,Queensboro Hill,26
Central Park,Carnegie Hill,74938
Central Park,Corona,15
Central Park,Morris Heights,164
Central Park,Ridgewood,345
Central Park,Utopia,233
Chelsea,Borough Park,4984
Chelsea,Douglastown-Little Neck,536
Chelsea,East Harlem,21558
Chelsea,Jamaica,1929
Chelsea,Little Italy,98711
Chelsea,Mapleton-Flatlands,5140
Chelsea,Morris Heights,1176
Chelsea,Mott Haven,3441
Chelsea,Nkew Gardens,3108
Astoria-Long Island City,Canarsie,123
Astoria-Long Island City,Chinatown,683
Astoria-Long Island City,Midtown,64667
Astoria-Long Island City,Queens Village,198
Astoria-Long Island City,Spuyten Duyvil,58
Auburndale,Mapleton-Flatlands,9
Battery Park,Astoria-Long Island City,2378
Battery Park,Douglastown-Little Neck,98
Battery Park,Inwood,272
Battery Park,Jackson Heights,752
Battery Park,Mott Haven,158
Battery Park,Woodlawn-Nordwood,24
Bay Ridge,Bay Ridge,2723
Bay Ridge,Canarsie,59
Bay Ridge,East Village,56
Bay Ridge,Fort Green,129
Bay Ridge,Lower East Side,64
Bay Ridge,Morris Heights,9
Bay Ridge,Williamsburg,158
Baychester,Upper West Side,11
Bedford Park,Bedford-Stuyvesant,10
Bedford Park,Fordham,120
Bedford Park,Riverdale,42
Bedford Park,Sunny Side,9
Bedford-Stuyvesant,Bedford-Stuyvesant,19923
Bedford-Stuyvesant,Fordham,23
Bedford-Stuyvesant,Mott Haven,33
Bensonhurst,Hamilton Heights,12
Boerum Hill,Queens Village,12
Boerum Hill,South Bronx,62
Borough Park,Gramercy,372
Borough Park,Greenwood,275
Borough Park,High Bridge,11
Borough Park,North Sutton Area,37
Borough Park,Soho,193
Borough Park,Sunset Park,368
Borough Park,Tribeca,165
Brownsville,Park Slope,22
Bushwick,Financial District,287
Bushwick,Gramercy,601
Bushwick,Middle Village,67
Bushwick,Midtown,509
Bushwick,Ridgewood,1546
Canarsie,Downtown,18
Canarsie,Fort Green,38
Canarsie,Middle Village,9
Canarsie,Sunny Side,15
Carnegie Hill,Bay Ridge,218
Carnegie Hill,Jamaica,150
Carnegie Hill,Upper East Side,661574
Carroll Gardens,Auburndale,23
Carroll Gardens,Battery Park,3537
Carroll Gardens,Bensonhurst,359
Carroll Gardens,Brownsville,168
Carroll Gardens,Country Club,11
Carroll Gardens,Financial District,10936
Carroll Gardens,Midtown,14413
Carroll Gardens,Parkchester,14
Central Park,Cobble Hill,402
Central Park,Queens Village,22
Central Park,Soho,15784
Chelsea,Astoria-Long Island City,54269
Chelsea,East Brooklyn,1264
Chelsea,East Village,425503
Chelsea,Harlem,63634
Chelsea,Lower East Side,226179
Chelsea,Queens Village,270
Chelsea,Woodhaven-Richmond Hill,1375
Chinatown,Carroll Gardens,2504
City Island,Gramercy,9
Clearview,Auburndale,19
Clearview,Middle Village,9
Clinton,Auburndale,335
Clinton,Glendale,500
Clinton,Saintalbans,215
Clinton,Throggs Neck,607
Cobble Hill,Bedford Park,10
Cobble Hill,Chelsea,4966
Cobble Hill,Harlem,122
Cobble Hill,Middle Village,52
Corona,East Village,78
Corona,Fort Green,101
Corona,Greenwich Village,122
Corona,Williamsburg,59
Corona,Yorkville,62
Country Club,Baychester,30
Country Club,Canarsie,9
Country Club,Harlem,18
Country Club,Kings Bridge,13
Country Club,Morningside Heights,10
Country Club,Murray Hill,10
Country Club,Yorkville,12
Douglastown-Little Neck,Battery Park,17
Douglastown-Little Neck,Bushwick,14
Douglastown-Little Neck,Carnegie Hill,10
Douglastown-Little Neck,Cobble Hill,9
Douglastown-Little Neck,Douglastown-Little Neck,1593
Downtown,Morris Heights,44
Downtown,Tremont,59
Downtown,University Heights,41
Downtown,Washington Heights,620
Dyker Heights,Sunset Park,47
East Brooklyn,Astoria-Long Island City,19
East Brooklyn,Garment District,47
East Brooklyn,Gramercy,49
East Brooklyn,Morningside Heights,11
East Brooklyn,University Heights,11
East Brooklyn,Washington Heights,14
East Brooklyn,Yorkville,17
East Harlem,Inwood,941
East Harlem,Murray Hill,5731
East Harlem,Yorkville,63588
East Village,Gravesend-Sheepshead Bay,2769
East Village,Murray Hill,230914
East Village,Tremont,637
Financial District,Bedford-Stuyvesant,12350
Financial District,Douglastown-Little Neck,373
Financial District,Park Slope,23858
Financial District,South Bronx,782
Financial District,Union Port,211
Flatbush,Garment District,11
Flatbush,Greenwood,12
Flushing,Auburndale,261
Flushing,Bedford Park,16
Flushing,Cobble Hill,16
Flushing,Harlem,81
Flushing,Midtown,1928
Flushing,Murray Hill,449
Flushing,Queens Village,27
Flushing,The Rockaways,12
Flushing,Williamsburg,117
Flushing,Woodside,206
Fordham,Jackson Heights,12
Fordham,South Bronx,86
Forest Hills,Fordham,15
Forest Hills,Upper West Side,773
Fort Green,Cobble Hill,4309
Fort Green,Laurelton,50
Fort Green,Little Italy,3368
Fort Green,Murray Hill,3897
Fort Green,Nkew Gardens,248
Fort Green,University Heights,37
Fort Green,Washington Heights,737
Fort Green,Woodhaven-Richmond Hill,228
Garment District,East Village,218707
Garment District,Riverdale,2630
Garment District,Sunny Side,34388
Garment District,Woodlawn-Nordwood,871
Garment District,Woodside,9449
Glendale,Auburndale,10
Glendale,Bushwick,69
Glendale,East Harlem,10
Glendale,Laurelton,10
Gramercy,Battery Park,107918
Gramercy,Chelsea,987023
Gramercy,Dyker Heights,1795
Gramercy,Laurelton,136
Gramercy,Middle Village,3597
Gramercy,Morningside Heights,25776
Gravesend-Sheepshead Bay,Baychester,9
Gravesend-Sheepshead Bay,Canarsie,170
Gravesend-Sheepshead Bay,Dyker Heights,39
Gravesend-Sheepshead Bay,Middle Village,9
Gravesend-Sheepshead Bay,Ridgewood,11
Gravesend-Sheepshead Bay,Springfield Gardens,12
Gravesend-Sheepshead Bay,Utopia,11
Gravesend-Sheepshead Bay,Williamsburg,32
Greenwich Village,Chinatown,39825
Greenwich Village,Glendale,728
Greenwood,Clinton,166
Greenwood,Flushing,15
Greenwood,Maspeth,15
Greenwood,North Sutton Area,33
Greenwood,Soho,147
Greenwood,Tribeca,207
Hamilton Heights,Dyker Heights,27
Hamilton Heights,Fort Green,414
Hamilton Heights,High Bridge,1192
Hamilton Heights,Sunset Park,118
Harlem,Gravesend-Sheepshead Bay,52
Harlem,Hamilton Heights,29504
Harlem,Morris Park,430
Harlem,University Heights,642
Harlem,Washington Heights,18249
High Bridge,Gramercy,201
High Bridge,Riverdale,37
Hunts Point,Garment District,28
Hunts Point,Little Italy,9
Hunts Point,Utopia,9
Inwood,Fordham,130
Inwood,Queens Village,9
Jackson Heights,Country Club,52
Jackson Heights,High Bridge,195
Jackson Heights,Hunts Point,74
Jackson Heights,Laurelton,29
Jackson Heights,Mapleton-Flatlands,112
Jackson Heights,Morningside Heights,631
Jackson Heights,Sunset Park,135
Jamaica,South Bronx,22
Kings Bridge,Clinton,22
Kings Bridge,Downtown,10
Kings Bridge,Financial District,16
Kings Bridge,Maspeth,9
Kings Bridge,Morris Heights,38
Kings Bridge,South Bronx,49
Kings Bridge,The Rockaways,9
Kings Bridge,Tribeca,12
Laurelton,Chelsea,14
Laurelton,Cobble Hill,9
Laurelton,Flushing,10
Laurelton,Fort Green,11
Laurelton,Garment District,21
Laurelton,Inwood,9
Laurelton,Mapleton-Flatlands,9
Laurelton,Murray Hill,18
Little Italy,Borough Park,975
Little Italy,Corona,12
Little Italy,Greenwich Village,132930
Little Italy,Murray Hill,51518
Little Italy,North Sutton Area,6663
Little Italy,Ridgewood,926
Little Italy,The Rockaways,53
Little Italy,Utopia,240
Lower East Side,Canarsie,949
Lower East Side,Mapleton-Flatlands,3935
Lower East Side,Murray Hill,107833
Lower East Side,Queens Village,133
Mapleton-Flatlands,Gramercy,210
Mapleton-Flatlands,Morris Park,10
Mapleton-Flatlands,The Rockaways,22
Maspeth,Greenwich Village,305
Maspeth,Jackson Heights,301
Maspeth,Upper West Side,194
Maspeth,Washington Heights,18
Middle Village,Fort Green,20
Middle Village,Jamaica,26
Middle Village,Laurelton,9
Middle Village,Little Italy,11
Middle Village,Nkew Gardens,66
Midtown,Laurelton,819
Midtown,Spuyten Duyvil,5072
Midtown,Steinway,25
Morningside Heights,Gramercy,19378
Morningside Heights,Park Slope,921
Morningside Heights,Union Port,125
Morningside Heights,Williams Bridge,150
Morris Heights,Bedford-Stuyvesant,10
Morris Heights,Forest Hills,12
Morris Heights,Garment District,30
Morris Park,Country Club,30
Morris Park,Gramercy,22
Morris Park,Hamilton Heights,22
Morris Park,Morris Park,513
Morris Park,Parkchester,105
Mott Haven,Carnegie Hill,120
Mott Haven,Greenwood,14
Mott Haven,Steinway,11
Murray Hill,Bushwick,3266
Murray Hill,Cobble Hill,3160
Murray Hill,North Sutton Area,66826
Murray Hill,Ridgewood,1877
Murray Hill,Soundview,751
Murray Hill,Upper East Side,656304
Murray Hill,Wakefield-Williamsbridge,325
Nkew Gardens,Bensonhurst,10
Nkew Gardens,Brownsville,16
Nkew Gardens,Flushing,445
Nkew Gardens,Jamaica,602
Nkew Gardens,Morris Park,12
Nkew Gardens,Parkchester,17
Nkew Gardens,The Rockaways,28
Nkew Gardens,Throggs Neck,14
Nkew Gardens,Utopia,1587
North Sutton Area,Forest Hills,2658
North Sutton Area,Gramercy,185534
North Sutton Area,Soundview,431
Park Slope,Clinton,1120
Park Slope,Glendale,47
Park Slope,Greenwich Village,3304
Park Slope,Kings Bridge,52
Park Slope,Lower East Side,4332
Park Slope,Maspeth,82
Park Slope,Park Slope,35715
Park Slope,South Bronx,38
Park Slope,Tribeca,1562
Park Slope,Union Port,14
Parkchester,Boerum Hill,9
Parkchester,Lower East Side,22
Parkchester,University Heights,15
Parkchester,Washington Heights,52
Parkchester,Woodhaven-Richmond Hill,13
Queens Village,Battery Park,11
Queensboro Hill,Astoria-Long Island City,55
Queensboro Hill,Greenwich Village,12
Queensboro Hill,Hamilton Heights,9
Queensboro Hill,Middle Village,11
Ridgewood,Battery Park,14
Ridgewood,Bushwick,590
Ridgewood,Jamaica,37
Ridgewood,Morris Park,9
Ridgewood,Springfield Gardens,11
Riverdale,Kings Bridge,148
Riverdale,Lower East Side,18
Riverdale,Soho,10
Riverdale,Wakefield-Williamsbridge,15
Saintalbans,Canarsie,13
Saintalbans,Hamilton Heights,9
Soho,Flatbush,42
Soho,High Bridge,576
Soho,Mott Haven,782
Soho,Riverdale,606
Soho,Sunset Park,2563
Soundview,Central Park,18
Soundview,Jamaica,9
